Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 
(s)	 (N)     	 (N)     	 (N)     	 
7.75	 729257	 727070	 727070	 
7.76	 729638	 727436	 727436	 
7.77	 730022	 727805	 727805	 
7.78	 730411	 728179	 728179	 
7.79	 730804	 728557	 728557	 
7.8	 731201	 728939	 728939	 
7.81	 731601	 729326	 729326	 
7.82	 732006	 729716	 729716	 
7.83	 732414	 730110	 730110	 
7.84	 732826	 730508	 730508	 
7.85	 733242	 730910	 730910	 
7.86	 733662	 731315	 731315	 
7.87	 734085	 731725	 731725	 
7.88	 734512	 732138	 732138	 
7.89	 734943	 732555	 732555	 
7.9	 735377	 732976	 732976	 
7.91	 735814	 733400	 733400	 
7.92	 736255	 733829	 733829	 
7.93	 736699	 734260	 734260	 
7.94	 737147	 734695	 734695	 
7.95	 737598	 735134	 735134	 
7.96	 738052	 735576	 735576	 
7.97	 738509	 736021	 736021	 
7.98	 738969	 736470	 736470	 
7.99	 739432	 736922	 736922	 
8	 739898	 737377	 737377	 
8.01	 740367	 737835	 737835	 
8.02	 740839	 738297	 738297	 
8.03	 741314	 738761	 738761	 
8.04	 741791	 739229	 739229	 
8.05	 742271	 739699	 739699	 
8.06	 742753	 740173	 740173	 
8.07	 743238	 740649	 740649	 
8.08	 743726	 741128	 741128	 
8.09	 744215	 741609	 741609	 
8.1	 744708	 742094	 742094	 
8.11	 745202	 742580	 742580	 
8.12	 745698	 743070	 743070	 
8.13	 746197	 743561	 743561	 
8.14	 746698	 744056	 744056	 
8.15	 747200	 744552	 744552	 
8.16	 747705	 745051	 745051	 
8.17	 748211	 745551	 745551	 
8.18	 748719	 746054	 746054	 
8.19	 749229	 746559	 746559	 
8.2	 749740	 747066	 747066	 
8.21	 750253	 747575	 747575	 
8.22	 750767	 748084	 748084	 
8.23	 751282	 748595	 748595	 
8.24	 751799	 749105	 749105	 
8.25	 752316	 749617	 749617	 
8.26	 752834	 750128	 750128	 
8.27	 753353	 750641	 750641	 
8.28	 753873	 751153	 751153	 
8.29	 754393	 751666	 751666	 
8.3	 754914	 752179	 752179	 
8.31	 755436	 752691	 752691	 
8.32	 755958	 753204	 753204	 
8.33	 756480	 753717	 753717	 
8.34	 757003	 754230	 754230	 
8.35	 757526	 754743	 754743	 
8.36	 758050	 755255	 755255	 
8.37	 758573	 755767	 755767	 
8.38	 759097	 756279	 756279	 
8.39	 759620	 756790	 756790	 
8.4	 760143	 757301	 757301	 
8.41	 760667	 757811	 757811	 
8.42	 761190	 758320	 758320	 
8.43	 761712	 758829	 758829	 
8.44	 762234	 759337	 759337	 
8.45	 762756	 759844	 759844	 
8.46	 763277	 760350	 760350	 
8.47	 763798	 760855	 760855	 
8.48	 764317	 761359	 761359	 
8.49	 764836	 761862	 761862	 
8.5	 765354	 762364	 762364	 
8.51	 765871	 762864	 762864	 
8.52	 766387	 763363	 763363	 
8.53	 766902	 763861	 763861	 
8.54	 767416	 764357	 764357	 
8.55	 767928	 764851	 764851	 
8.56	 768439	 765344	 765344	 
8.57	 768948	 765835	 765835	 
8.58	 769456	 766324	 766324	 
8.59	 769962	 766811	 766811	 
8.6	 770467	 767296	 767296	 
8.61	 770969	 767779	 767779	 
8.62	 771470	 768260	 768260	 
8.63	 771969	 768739	 768739	 
8.64	 772465	 769215	 769215	 
8.65	 772959	 769689	 769689	 
8.66	 773451	 770161	 770161	 
8.67	 773941	 770630	 770630	 
8.68	 774428	 771097	 771097	 
8.69	 774913	 771561	 771561	 
8.7	 775395	 772022	 772022	 
8.71	 775874	 772480	 772480	 
8.72	 776351	 772935	 772935	 
8.73	 776824	 773387	 773387	 
8.74	 777295	 773836	 773836	 
8.75	 777762	 774282	 774282	 
8.76	 778226	 774725	 774725	 
8.77	 778687	 775164	 775164	 
8.78	 779144	 775599	 775599	 
8.79	 779598	 776032	 776032	 
8.8	 780048	 776460	 776460	 
8.81	 780495	 776885	 776885	 
8.82	 780937	 777306	 777306	 
8.83	 781376	 777723	 777723	 
8.84	 781811	 778136	 778136	 
8.85	 782241	 778545	 778545	 
8.86	 782668	 778950	 778950	 
8.87	 783090	 779351	 779351	 
8.88	 783507	 779747	 779747	 
8.89	 783920	 780139	 780139	 
8.9	 784329	 780526	 780526	 
8.91	 784732	 780909	 780909	 
8.92	 785131	 781287	 781287	 
8.93	 785525	 781660	 781660	 
8.94	 785914	 782028	 782028	 
8.95	 786298	 782391	 782391	 
8.96	 786676	 782749	 782749	 
8.97	 787049	 783102	 783102	 
8.98	 787417	 783450	 783450	 
8.99	 787779	 783792	 783792	 
9	 788136	 784129	 784129	 
9.01	 788486	 784461	 784461	 
9.02	 788831	 784786	 784786	 
9.03	 789170	 785106	 785106	 
9.04	 789503	 785420	 785420	 
9.05	 789830	 785729	 785729	 
9.06	 790150	 786031	 786031	 
9.07	 790465	 786327	 786327	 
9.08	 790772	 786617	 786617	 
9.09	 791074	 786901	 786901	 
9.1	 791368	 787178	 787178	 
9.11	 791656	 787449	 787449	 
9.12	 791937	 787714	 787714	 
9.13	 792212	 787972	 787972	 
9.14	 792480	 788225	 788225	 
9.15	 792741	 788470	 788470	 
9.16	 792996	 788710	 788710	 
9.17	 793243	 788942	 788942	 
9.18	 793484	 789168	 789168	 
9.19	 793717	 789387	 789387	 
9.2	 793943	 789599	 789599	 
9.21	 794161	 789804	 789804	 
9.22	 794372	 790002	 790002	 
9.23	 794576	 790192	 790192	 
9.24	 794772	 790376	 790376	 
9.25	 794961	 790552	 790552	 
9.26	 795141	 790721	 790721	 
9.27	 795314	 790883	 790883	 
9.28	 795479	 791037	 791037	 
9.29	 795637	 791183	 791183	 
9.3	 795786	 791322	 791322	 
9.31	 795927	 791453	 791453	 
9.32	 796060	 791577	 791577	 
9.33	 796184	 791692	 791692	 
9.34	 796301	 791800	 791800	 
9.35	 796409	 791900	 791900	 
9.36	 796509	 791992	 791992	 
9.37	 796601	 792076	 792076	 
9.38	 796684	 792152	 792152	 
9.39	 796759	 792220	 792220	 
9.4	 796825	 792280	 792280	 
9.41	 796883	 792332	 792332	 
9.42	 796932	 792375	 792375	 
9.43	 796973	 792411	 792411	 
9.44	 797005	 792438	 792438	 
9.45	 797028	 792457	 792457	 
9.46	 797043	 792468	 792468	 
9.47	 797049	 792470	 792470	 
9.48	 797046	 792464	 792464	 
9.49	 797035	 792450	 792450	 
9.5	 797015	 792428	 792428	 
9.51	 796989	 792400	 792400	 
9.52	 796956	 792365	 792365	 
9.53	 796915	 792323	 792323	 
9.54	 796866	 792273	 792273	 
9.55	 796809	 792216	 792216	 
9.56	 796744	 792151	 792151	 
9.57	 796671	 792078	 792078	 
9.58	 796590	 791997	 791997	 
9.59	 796501	 791909	 791909	 
9.6	 796404	 791813	 791813	 
9.61	 796299	 791710	 791710	 
9.62	 796187	 791600	 791600	 
9.63	 796067	 791482	 791482	 
9.64	 795939	 791357	 791357	 
9.65	 795804	 791225	 791225	 
9.66	 795661	 791086	 791086	 
9.67	 795511	 790939	 790939	 
9.68	 795354	 790786	 790786	 
9.69	 795190	 790626	 790626	 
9.7	 795018	 790459	 790459	 
9.71	 794839	 790285	 790285	 
9.72	 794654	 790104	 790104	 
9.73	 794461	 789917	 789917	 
9.74	 794262	 789724	 789724	 
9.75	 794056	 789524	 789524	 
9.76	 793844	 789317	 789317	 
9.77	 793624	 789105	 789105	 
9.78	 793399	 788886	 788886	 
9.79	 793167	 788661	 788661	 
9.8	 792929	 788430	 788430	 
9.81	 792684	 788193	 788193	 
9.82	 792434	 787951	 787951	 
9.83	 792178	 787702	 787702	 
9.84	 791915	 787448	 787448	 
9.85	 791647	 787188	 787188	 
9.86	 791374	 786923	 786923	 
9.87	 791094	 786653	 786653	 
9.88	 790809	 786377	 786377	 
9.89	 790519	 786096	 786096	 
9.9	 790223	 785809	 785809	 
9.91	 789922	 785518	 785518	 
9.92	 789616	 785221	 785221	 
9.93	 789305	 784920	 784920	 
9.94	 788989	 784614	 784614	 
9.95	 788669	 784303	 784303	 
9.96	 788343	 783988	 783988	 
9.97	 788013	 783668	 783668	 
9.98	 787678	 783343	 783343	 
9.99	 787338	 783014	 783014	 
10	 786995	 782681	 782681	 
10.01	 786646	 782343	 782343	 
10.02	 786294	 782002	 782002	 
10.03	 785938	 781656	 781656	 
10.04	 785577	 781307	 781307	 
10.05	 785213	 780953	 780953	 
10.06	 784845	 780596	 780596	 
10.07	 784473	 780235	 780235	 
10.08	 784097	 779870	 779870	 
10.09	 783718	 779502	 779502	 
10.1	 783335	 779131	 779131	 
10.11	 782949	 778756	 778756	 
10.12	 782559	 778377	 778377	 
10.13	 782166	 777996	 777996	 
10.14	 781770	 777611	 777611	 
10.15	 781371	 777223	 777223	 
10.16	 780969	 776833	 776833	 
10.17	 780565	 776439	 776439	 
10.18	 780157	 776043	 776043	 
10.19	 779747	 775644	 775644	 
10.2	 779335	 775243	 775243	 
10.21	 778920	 774839	 774839	 
10.22	 778502	 774432	 774432	 
10.23	 778083	 774024	 774024	 
10.24	 777661	 773613	 773613	 
10.25	 777237	 773199	 773199	 
10.26	 776810	 772784	 772784	 
10.27	 776382	 772366	 772366	 
10.28	 775952	 771947	 771947	 
10.29	 775520	 771525	 771525	 
10.3	 775086	 771102	 771102	 
10.31	 774650	 770677	 770677	 
10.32	 774213	 770250	 770250	 
10.33	 773774	 769822	 769822	 
10.34	 773334	 769392	 769392	 
10.35	 772893	 768961	 768961	 
10.36	 772450	 768528	 768528	 
10.37	 772006	 768094	 768094	 
10.38	 771561	 767659	 767659	 
10.39	 771116	 767223	 767223	 
10.4	 770669	 766786	 766786	 
10.41	 770221	 766348	 766348	 
10.42	 769772	 765908	 765908	 
10.43	 769323	 765469	 765469	 
10.44	 768874	 765028	 765028	 
10.45	 768423	 764587	 764587	 
10.46	 767973	 764145	 764145	 
10.47	 767521	 763703	 763703	 
10.48	 767070	 763260	 763260	 
10.49	 766619	 762817	 762817	 
10.5	 766167	 762374	 762374	 
10.51	 765715	 761931	 761931	 
10.52	 765264	 761487	 761487	 
10.53	 764812	 761044	 761044	 
10.54	 764361	 760601	 760601	 
10.55	 763910	 760158	 760158	 
10.56	 763459	 759715	 759715	 
10.57	 763009	 759272	 759272	 
10.58	 762559	 758830	 758830	 
10.59	 762110	 758388	 758388	 
10.6	 761661	 757947	 757947	 
10.61	 761214	 757506	 757506	 
10.62	 760767	 757066	 757066	 
10.63	 760321	 756627	 756627	 
10.64	 759876	 756189	 756189	 
10.65	 759431	 755752	 755752	 
10.66	 758988	 755315	 755315	 
10.67	 758547	 754880	 754880	 
10.68	 758106	 754446	 754446	 
10.69	 757667	 754013	 754013	 
10.7	 757229	 753581	 753581	 
10.71	 756793	 753151	 753151	 
10.72	 756358	 752722	 752722	 
10.73	 755924	 752294	 752294	 
10.74	 755493	 751868	 751868	 
10.75	 755063	 751444	 751444	 
10.76	 754635	 751021	 751021	 
10.77	 754208	 750600	 750600	 
10.78	 753784	 750181	 750181	 
10.79	 753362	 749764	 749764	 
10.8	 752941	 749349	 749349	 
10.81	 752523	 748936	 748936	 
10.82	 752107	 748524	 748524	 
10.83	 751693	 748115	 748115	 
10.84	 751281	 747709	 747709	 
10.85	 750872	 747304	 747304	 
10.86	 750465	 746902	 746902	 
10.87	 750061	 746502	 746502	 
10.88	 749659	 746104	 746104	 
10.89	 749260	 745709	 745709	 
10.9	 748863	 745317	 745317	 
10.91	 748469	 744927	 744927	 
10.92	 748077	 744540	 744540	 
10.93	 747689	 744155	 744155	 
10.94	 747303	 743774	 743774	 
10.95	 746920	 743395	 743395	 
10.96	 746540	 743019	 743019	 
10.97	 746163	 742646	 742646	 
10.98	 745789	 742275	 742275	 
10.99	 745418	 741908	 741908	 
11	 745050	 741544	 741544	 
11.01	 744685	 741183	 741183	 
11.02	 744323	 740825	 740825	 
11.03	 743965	 740470	 740470	 
11.04	 743610	 740118	 740118	 
11.05	 743258	 739770	 739770	 
11.06	 742909	 739425	 739425	 
11.07	 742564	 739083	 739083	 
11.08	 742222	 738745	 738745	 
11.09	 741884	 738410	 738410	 
11.1	 741549	 738078	 738078	 
11.11	 741218	 737750	 737750	 
11.12	 740890	 737425	 737425	 
11.13	 740565	 737104	 737104	 
11.14	 740245	 736787	 736787	 
11.15	 739928	 736473	 736473	 
11.16	 739614	 736163	 736163	 
11.17	 739304	 735856	 735856	 
11.18	 738998	 735553	 735553	 
11.19	 738696	 735254	 735254	 
11.2	 738397	 734958	 734958	 
11.21	 738102	 734667	 734667	 
11.22	 737811	 734379	 734379	 
11.23	 737523	 734095	 734095	 
11.24	 737240	 733814	 733814	 
11.25	 736960	 733538	 733538	 
11.26	 736684	 733265	 733265	 
11.27	 736412	 732996	 732996	 
11.28	 736143	 732731	 732731	 
11.29	 735879	 732470	 732470	 
11.3	 735618	 732212	 732212	 
11.31	 735362	 731959	 731959	 
11.32	 735109	 731709	 731709	 
11.33	 734860	 731463	 731463	 
11.34	 734615	 731221	 731221	 
11.35	 734374	 730983	 730983	 
11.36	 734137	 730749	 730749	 
11.37	 733904	 730519	 730519	 
11.38	 733674	 730293	 730293	 
11.39	 733449	 730070	 730070	 
11.4	 733228	 729852	 729852	 
11.41	 733010	 729637	 729637	 
11.42	 732796	 729426	 729426	 
11.43	 732587	 729219	 729219	 
11.44	 732381	 729016	 729016	 
11.45	 732179	 728817	 728817	 
11.46	 731981	 728622	 728622	 
11.47	 731787	 728430	 728430	 
11.48	 731597	 728243	 728243	 
11.49	 731410	 728059	 728059	 
11.5	 731228	 727879	 727879	 
11.51	 731049	 727703	 727703	 
11.52	 730874	 727531	 727531	 
11.53	 730703	 727362	 727362	 
11.54	 730536	 727197	 727197	 
11.55	 730373	 727036	 727036	 
11.56	 730213	 726879	 726879	 
11.57	 730057	 726726	 726726	 
11.58	 729905	 726576	 726576	 
11.59	 729757	 726430	 726430	 
11.6	 729612	 726287	 726287	 
11.61	 729471	 726149	 726149	 
11.62	 729334	 726013	 726013	 
11.63	 729200	 725882	 725882	 
11.64	 729070	 725754	 725754	 
11.65	 728943	 725630	 725630	 
11.66	 728820	 725509	 725509	 
11.67	 728701	 725391	 725391	 
11.68	 728585	 725278	 725278	 
11.69	 728473	 725167	 725167	 
11.7	 728364	 725060	 725060	 
11.71	 728259	 724957	 724957	 
11.72	 728156	 724857	 724857	 
11.73	 728058	 724760	 724760	 
11.74	 727962	 724666	 724666	 
11.75	 727870	 724576	 724576	 
11.76	 727782	 724489	 724489	 
11.77	 727696	 724405	 724405	 
11.78	 727614	 724325	 724325	 
11.79	 727534	 724247	 724247	 
11.8	 727458	 724173	 724173	 
11.81	 727385	 724101	 724101	 
11.82	 727315	 724033	 724033	 
11.83	 727248	 723968	 723968	 
11.84	 727184	 723905	 723905	 
11.85	 727123	 723846	 723846	 
11.86	 727065	 723789	 723789	 
11.87	 727010	 723735	 723735	 
11.88	 726957	 723684	 723684	 
11.89	 726907	 723635	 723635	 
11.9	 726860	 723589	 723589	 
11.91	 726816	 723546	 723546	 
11.92	 726774	 723505	 723505	 
11.93	 726734	 723467	 723467	 
11.94	 726698	 723431	 723431	 
11.95	 726663	 723398	 723398	 
11.96	 726631	 723367	 723367	 
11.97	 726602	 723338	 723338	 
11.98	 726574	 723312	 723312	 
11.99	 726549	 723288	 723288	 
12	 726527	 723266	 723266	 
12.01	 726506	 723246	 723246	 
12.02	 726488	 723229	 723229	 
12.03	 726471	 723213	 723213	 
12.04	 726457	 723199	 723199	 
12.05	 726444	 723187	 723187	 
12.06	 726434	 723177	 723177	 
12.07	 726425	 723169	 723169	 
12.08	 726418	 723163	 723163	 
12.09	 726413	 723159	 723159	 
12.1	 726410	 723156	 723156	 
12.11	 726408	 723154	 723154	 
12.12	 726408	 723155	 723155	 
12.13	 726410	 723157	 723157	 
12.14	 726413	 723160	 723160	 
12.15	 726417	 723165	 723165	 
12.16	 726423	 723171	 723171	 
12.17	 726430	 723178	 723178	 
12.18	 726438	 723187	 723187	 
12.19	 726448	 723196	 723196	 
12.2	 726459	 723207	 723207	 
12.21	 726471	 723219	 723219	 
12.22	 726484	 723233	 723233	 
12.23	 726498	 723247	 723247	 
12.24	 726512	 723262	 723262	 
12.25	 726528	 723278	 723278	 
12.26	 726545	 723294	 723294	 
12.27	 726562	 723312	 723312	 
12.28	 726580	 723330	 723330	 
12.29	 726599	 723349	 723349	 
12.3	 726619	 723368	 723368	 
12.31	 726639	 723388	 723388	 
12.32	 726659	 723409	 723409	 
12.33	 726680	 723430	 723430	 
12.34	 726702	 723451	 723451	 
12.35	 726723	 723473	 723473	 
12.36	 726745	 723495	 723495	 
12.37	 726768	 723517	 723517	 
12.38	 726790	 723540	 723540	 
12.39	 726813	 723562	 723562	 
12.4	 726835	 723585	 723585	 
12.41	 726858	 723608	 723608	 
12.42	 726880	 723630	 723630	 
12.43	 726903	 723653	 723653	 
12.44	 726925	 723675	 723675	 
12.45	 726947	 723698	 723698	 
12.46	 726969	 723720	 723720	 
12.47	 726991	 723741	 723741	 
12.48	 727012	 723763	 723763	 
12.49	 727033	 723784	 723784	 
12.5	 727053	 723804	 723804	 
12.51	 727073	 723824	 723824	 
12.52	 727093	 723844	 723844	 
12.53	 727112	 723863	 723863	 
12.54	 727130	 723881	 723881	 
12.55	 727147	 723899	 723899	 
12.56	 727164	 723916	 723916	 
12.57	 727180	 723933	 723933	 
12.58	 727195	 723948	 723948	 
12.59	 727209	 723963	 723963	 
12.6	 727223	 723976	 723976	 
12.61	 727235	 723989	 723989	 
12.62	 727247	 724001	 724001	 
12.63	 727257	 724012	 724012	 
12.64	 727266	 724022	 724022	 
12.65	 727275	 724030	 724030	 
12.66	 727282	 724038	 724038	 
12.67	 727287	 724044	 724044	 
12.68	 727292	 724050	 724050	 
12.69	 727295	 724053	 724053	 
12.7	 727298	 724056	 724056	 
12.71	 727298	 724057	 724057	 
12.72	 727298	 724057	 724057	 
12.73	 727296	 724056	 724056	 
12.74	 727292	 724053	 724053	 
12.75	 727287	 724049	 724049	 
12.76	 727281	 724043	 724043	 
12.77	 727273	 724036	 724036	 
12.78	 727263	 724027	 724027	 
12.79	 727252	 724016	 724016	 
12.8	 727239	 724004	 724004	 
12.81	 727225	 723991	 723991	 
12.82	 727208	 723975	 723975	 
12.83	 727191	 723958	 723958	 
12.84	 727171	 723940	 723940	 
12.85	 727150	 723919	 723919	 
12.86	 727127	 723897	 723897	 
12.87	 727102	 723873	 723873	 
12.88	 727075	 723847	 723847	 
12.89	 727047	 723819	 723819	 
12.9	 727016	 723790	 723790	 
12.91	 726984	 723758	 723758	 
12.92	 726950	 723725	 723725	 
12.93	 726914	 723690	 723690	 
12.94	 726877	 723653	 723653	 
12.95	 726837	 723614	 723614	 
12.96	 726795	 723573	 723573	 
12.97	 726752	 723530	 723530	 
12.98	 726706	 723485	 723485	 
12.99	 726659	 723439	 723439	 
13	 726609	 723390	 723390	 
13.01	 726558	 723340	 723340	 
13.02	 726505	 723288	 723288	 
13.03	 726450	 723234	 723234	 
13.04	 726393	 723178	 723178	 
13.05	 726334	 723121	 723121	 
13.06	 726273	 723061	 723061	 
13.07	 726211	 723000	 723000	 
13.08	 726146	 722937	 722937	 
13.09	 726079	 722872	 722872	 
13.1	 726011	 722806	 722806	 
13.11	 725941	 722738	 722738	 
13.12	 725869	 722668	 722668	 
13.13	 725795	 722596	 722596	 
13.14	 725719	 722522	 722522	 
13.15	 725641	 722447	 722447	 
13.16	 725561	 722371	 722371	 
13.17	 725480	 722292	 722292	 
13.18	 725397	 722212	 722212	 
13.19	 725312	 722130	 722130	 
13.2	 725226	 722047	 722047	 
13.21	 725137	 721962	 721962	 
13.22	 725047	 721876	 721876	 
13.23	 724955	 721788	 721788	 
13.24	 724862	 721699	 721699	 
13.25	 724767	 721608	 721608	 
13.26	 724671	 721516	 721516	 
13.27	 724572	 721423	 721423	 
13.28	 724473	 721328	 721328	 
13.29	 724372	 721232	 721232	 
13.3	 724269	 721134	 721134	 
13.31	 724165	 721035	 721035	 
13.32	 724059	 720936	 720936	 
13.33	 723952	 720834	 720834	 
13.34	 723844	 720732	 720732	 
13.35	 723735	 720629	 720629	 
13.36	 723624	 720525	 720525	 
13.37	 723512	 720419	 720419	 
13.38	 723399	 720313	 720313	 
13.39	 723284	 720205	 720205	 
13.4	 723169	 720097	 720097	 
13.41	 723052	 719988	 719988	 
13.42	 722935	 719878	 719878	 
13.43	 722816	 719768	 719768	 
13.44	 722697	 719657	 719657	 
13.45	 722576	 719545	 719545	 
13.46	 722455	 719432	 719432	 
13.47	 722333	 719319	 719319	 
13.48	 722211	 719206	 719206	 
13.49	 722087	 719091	 719091	 
13.5	 721963	 718977	 718977	 
13.51	 721839	 718862	 718862	 
13.52	 721713	 718747	 718747	 
13.53	 721588	 718632	 718632	 
13.54	 721462	 718516	 718516	 
13.55	 721335	 718401	 718401	 
13.56	 721209	 718285	 718285	 
13.57	 721082	 718169	 718169	 
13.58	 720954	 718053	 718053	 
13.59	 720827	 717937	 717937	 
13.6	 720700	 717822	 717822	 
13.61	 720572	 717706	 717706	 
13.62	 720445	 717591	 717591	 
13.63	 720317	 717476	 717476	 
13.64	 720190	 717361	 717361	 
13.65	 720062	 717247	 717247	 
13.66	 719934	 717132	 717132	 
13.67	 719807	 717018	 717018	 
13.68	 719680	 716905	 716905	 
13.69	 719553	 716792	 716792	 
13.7	 719427	 716679	 716679	 
13.71	 719301	 716568	 716568	 
13.72	 719176	 716457	 716457	 
13.73	 719051	 716347	 716347	 
13.74	 718927	 716237	 716237	 
13.75	 718803	 716129	 716129	 
13.76	 718680	 716021	 716021	 
13.77	 718558	 715914	 715914	 
13.78	 718437	 715809	 715809	 
13.79	 718317	 715704	 715704	 
13.8	 718198	 715601	 715601	 
13.81	 718080	 715498	 715498	 
13.82	 717962	 715397	 715397	 
13.83	 717846	 715297	 715297	 
13.84	 717732	 715199	 715199	 
13.85	 717618	 715102	 715102	 
13.86	 717506	 715006	 715006	 
13.87	 717395	 714912	 714912	 
13.88	 717285	 714819	 714819	 
13.89	 717177	 714728	 714728	 
13.9	 717071	 714639	 714639	 
13.91	 716966	 714551	 714551	 
13.92	 716862	 714465	 714465	 
13.93	 716760	 714380	 714380	 
13.94	 716660	 714297	 714297	 
13.95	 716562	 714217	 714217	 
13.96	 716466	 714138	 714138	 
13.97	 716371	 714061	 714061	 
13.98	 716279	 713986	 713986	 
13.99	 716188	 713913	 713913	 
14	 716099	 713842	 713842	 
14.01	 716013	 713773	 713773	 
14.02	 715928	 713706	 713706	 
14.03	 715846	 713641	 713641	 
14.04	 715766	 713579	 713579	 
14.05	 715688	 713519	 713519	 
14.06	 715613	 713461	 713461	 
14.07	 715540	 713405	 713405	 
14.08	 715469	 713352	 713352	 
14.09	 715401	 713301	 713301	 
14.1	 715335	 713253	 713253	 
14.11	 715271	 713207	 713207	 
14.12	 715211	 713163	 713163	 
14.13	 715152	 713121	 713121	 
14.14	 715096	 713082	 713082	 
14.15	 715042	 713045	 713045	 
14.16	 714991	 713011	 713011	 
14.17	 714942	 712979	 712979	 
14.18	 714896	 712950	 712950	 
14.19	 714853	 712923	 712923	 
14.2	 714813	 712899	 712899	 
14.21	 714776	 712878	 712878	 
14.22	 714741	 712859	 712859	 
14.23	 714709	 712843	 712843	 
14.24	 714681	 712830	 712830	 
14.25	 714655	 712819	 712819	 
14.26	 714632	 712812	 712812	 
14.27	 714612	 712807	 712807	 
14.28	 714595	 712805	 712805	 
14.29	 714582	 712805	 712805	 
14.3	 714571	 712809	 712809	 
14.31	 714563	 712815	 712815	 
14.32	 714559	 712824	 712824	 
14.33	 714558	 712837	 712837	 
14.34	 714560	 712852	 712852	 
14.35	 714565	 712870	 712870	 
14.36	 714573	 712891	 712891	 
14.37	 714585	 712915	 712915	 
14.38	 714599	 712941	 712941	 
14.39	 714618	 712971	 712971	 
14.4	 714639	 713004	 713004	 
